           1   -0.328366   -0.328366           0
           2   -0.409712   -0.369039   0.0287601
           3   -0.399175   -0.379084   0.0208541
           4    -0.46375   -0.400251   0.0240965
           5   -0.487677   -0.417736   0.0248233
           6   -0.511779    -0.43341   0.0251524
           7   -0.514557   -0.445002   0.0240829
           8   -0.466394   -0.447676   0.0212204
           9   -0.435788   -0.446355   0.0189037
          10   -0.383701    -0.44009   0.0180217
          11   -0.426064   -0.438815   0.0164284
          12   -0.498962   -0.443827   0.0158055
          13   -0.476148   -0.446313    0.014784
          14   -0.455167   -0.446946   0.0137415
          15   -0.497114    -0.45029   0.0132261
          16   -0.455883    -0.45064   0.0124041
          17   -0.492148   -0.453081   0.0119124
          18   -0.425894   -0.451571   0.0113459
          19   -0.411801   -0.449478   0.0109401
          20   -0.429098   -0.448459   0.0104405
