           1     1.82255     1.82255           0
           2      1.9039     1.86323   0.0287591
           3     1.89327     1.87324   0.0208437
           4     1.95777     1.89437   0.0240693
           5     1.98159     1.91182   0.0247825
           6     2.00565     1.92746   0.0251065
           7      2.0086     1.93905   0.0240474
           8     1.96056     1.94174   0.0211913
           9     1.92999     1.94043   0.0188768
          10     1.87781     1.93417    0.017998
          11     1.92008     1.93289   0.0164073
          12     1.99296     1.93789   0.0157854
          13     1.97012     1.94037   0.0147644
          14     1.94892     1.94098   0.0137224
          15     1.99092     1.94431   0.0132053
          16      1.9499     1.94466   0.0123846
          17      1.9863     1.94711   0.0118959
          18     1.92016     1.94561   0.0113288
          19     1.90602     1.94353   0.0109226
          20     1.92331     1.94252   0.0104231
