           1     1.21504     1.21504           0
           2     1.26926     1.24215   0.0191727
           3     1.26218     1.24883   0.0138958
           4     1.30518     1.26292   0.0160462
           5     1.32106     1.27454   0.0165217
           6      1.3371     1.28497   0.0167376
           7     1.33907      1.2927   0.0160316
           8     1.30704     1.29449   0.0141275
           9     1.28666     1.29362   0.0125846
          10     1.25187     1.28945   0.0119987
          11     1.28005     1.28859   0.0109382
          12     1.32864     1.29193   0.0105236
          13     1.31341     1.29358  0.00984296
          14     1.29928     1.29399   0.0091483
          15     1.32728     1.29621  0.00880356
          16     1.29994     1.29644  0.00825642
          17      1.3242     1.29807  0.00793057
          18     1.28011     1.29708  0.00755255
          19     1.27068     1.29569  0.00728171
          20     1.28221     1.29501  0.00694875
