-0.439288    0
-0.446633    0.00519365
-0.441937    0.00516625
-0.442423    0.00389747
-0.439788    0.00390857
-0.437471    0.0038836
-0.437856    0.00334781
-0.438872    0.00307975
-0.438827    0.00273789
-0.436817    0.00311578
-0.438042    0.00306382
-0.439224    0.00302787
-0.439447    0.00280321
-0.440106    0.00267929
-0.440317    0.00250895
-0.440567    0.00236452
-0.44009    0.00227297
-0.440048    0.00214707
-0.440047    0.00203407
-0.440161    0.00193558
-0.439772    0.00188214
-0.439757    0.00179665
-0.440266    0.00178924
-0.440054    0.00172725
-0.440288    0.00167398
-0.440635    0.00164509
-0.441036    0.00163226
-0.441347    0.00160343
-0.441606    0.00156895
-0.441581    0.00151685
-0.441268    0.00149998
-0.44142    0.00146082
-0.441634    0.0014321
-0.441379    0.00141254
-0.441475    0.00137549
-0.441311    0.00134706
-0.441451    0.00131791
-0.441224    0.00130257
-0.441118    0.00127353
-0.441066    0.00124274
-0.4409    0.00122348
-0.441179    0.00122576
-0.44128    0.0012014
-0.441322    0.00117482
-0.441208    0.00115418
-0.441104    0.00113378
-0.440998    0.00111464
-0.440858    0.00110019
-0.44101    0.00108825
-0.441037    0.00106682
