0.095    0.711338    0.0144035    1    1   
0.09025    0.503196    0.0156868    1.09228    0.833158   
0.0857375    0.474884    0.0164003    1.09228    0.833158   
0.0814506    0.490223    0.0186846    1.09228    0.833158   
0.0773781    0.131847    0.00856897    0.913397    0.91337   
0.0735092    -0.0696125    0.0067232    0.927306    0.789141   
0.0698337    -0.0788633    0.00656449    0.927306    0.789141   
0.066342    -0.0754793    0.00768227    0.927306    0.789141   
0.0630249    -0.0790371    0.00757513    0.927306    0.789141   
0.0598737    -0.0691747    0.00799236    0.927306    0.789141   
0.05688    -0.317823    0.00378715    0.754153    0.8394   
0.054036    -0.324819    0.00427187    0.754153    0.8394   
0.0513342    -0.244613    0.00393711    0.660746    0.997546   
0.0487675    -0.244759    0.00352811    0.660746    0.997546   
0.0463291    -0.244345    0.00339423    0.660746    0.997546   
0.0440127    -0.252533    0.00386148    0.660746    0.997546   
0.041812    -0.246768    0.00383699    0.660746    0.997546   
0.0397214    -0.252999    0.00327226    0.660746    0.997546   
0.0377354    -0.256414    0.00400111    0.660746    0.997546   
0.0358486    -0.377254    0.00251174    0.670032    0.897085   
0.0340562    -0.376772    0.00267501    0.670032    0.897085   
0.0323534    -0.379929    0.00296605    0.670032    0.897085   
0.0307357    -0.40882    0.00142021    0.57143    0.722345   
0.0291989    -0.405941    0.00126562    0.57143    0.722345   
0.027739    -0.407133    0.00179245    0.57143    0.722345   
0.026352    -0.412529    0.00125798    0.598295    0.882116   
0.0250344    -0.417317    0.00153568    0.598295    0.882116   
0.0237827    -0.417938    0.00165884    0.598295    0.882116   
0.0225936    -0.418812    0.00128755    0.598295    0.882116   
0.0214639    -0.41468    0.00127367    0.598295    0.882116   
0.0203907    -0.415419    0.00166432    0.598295    0.882116   
0.0193711    -0.41409    0.0015447    0.598295    0.882116   
0.0184026    -0.416006    0.00157512    0.598295    0.882116   
0.0174825    -0.41631    0.00122552    0.598295    0.882116   
0.0166083    -0.414468    0.00115888    0.598295    0.882116   
0.0157779    -0.415558    0.0014904    0.598295    0.882116   
0.014989    -0.414632    0.00129179    0.598295    0.882116   
0.0142396    -0.423791    0.0017294    0.669779    0.76582   
0.0135276    -0.423297    0.0013766    0.669779    0.76582   
0.0128512    -0.42379    0.00156318    0.669779    0.76582   
0.0122087    -0.427384    0.00164757    0.669779    0.76582   
0.0115982    -0.424326    0.00157337    0.669779    0.76582   
0.0110183    -0.436788    0.00147893    0.591232    0.821321   
0.0104674    -0.435983    0.00117433    0.591232    0.821321   
0.00994403    -0.438156    0.00113857    0.591232    0.821321   
0.00944682    -0.436978    0.00125308    0.591232    0.821321   
0.00897448    -0.437858    0.00123052    0.591232    0.821321   
0.00852576    -0.437758    0.00118511    0.591232    0.821321   
0.00809947    -0.436149    0.00112189    0.591232    0.821321   
0.0076945    -0.437505    0.00111047    0.591232    0.821321   
0.00730977    -0.43908    0.00118508    0.591232    0.821321   
0.00694428    -0.439135    0.0011342    0.591232    0.821321   
0.00659707    -0.436116    0.000996778    0.591232    0.821321   
0.00626722    -0.436879    0.00134824    0.618475    0.758945   
0.00595386    -0.438647    0.00101076    0.618475    0.758945   
0.00565616    -0.439409    0.000910314    0.618475    0.758945   
0.00537335    -0.437664    0.00113504    0.618475    0.758945   
0.00510469    -0.439597    0.00129301    0.618475    0.758945   
0.00484945    -0.44046    0.00100354    0.618475    0.758945   
0.00460698    -0.438624    0.0010204    0.618475    0.758945   
0.00437663    -0.438653    0.00140157    0.607293    0.837203   
0.0041578    -0.438515    0.00128016    0.607293    0.837203   
0.00394991    -0.438091    0.00103728    0.607293    0.837203   
0.00375241    -0.438123    0.00100977    0.607293    0.837203   
0.00356479    -0.439958    0.00128264    0.607293    0.837203   
0.00338655    -0.437455    0.00119212    0.607293    0.837203   
0.00321723    -0.438743    0.00140418    0.607293    0.837203   
0.00305636    -0.437275    0.000995486    0.607293    0.837203   
0.00290355    -0.439676    0.00129537    0.607293    0.837203   
0.00275837    -0.439291    0.00109721    0.607293    0.837203   
0.00262045    -0.436286    0.00120709    0.607293    0.837203   
0.00248943    -0.440256    0.00138311    0.607293    0.837203   
0.00236496    -0.436627    0.00122836    0.607293    0.837203   
0.00224671    -0.439762    0.00115165    0.607293    0.837203   
0.00213437    -0.437913    0.00131869    0.607293    0.837203   
0.00202765    -0.435705    0.00132094    0.607293    0.837203   
0.00192627    -0.438192    0.00128356    0.607293    0.837203   
0.00182996    -0.438018    0.00121237    0.607293    0.837203   
0.00173846    -0.438131    0.00119168    0.607293    0.837203   
0.00165154    -0.438376    0.00151495    0.607293    0.837203   
0.00156896    -0.437623    0.0011776    0.607293    0.837203   
0.00149051    -0.437864    0.00117052    0.607293    0.837203   
0.00141599    -0.437204    0.00142796    0.607293    0.837203   
0.00134519    -0.437909    0.00124144    0.607293    0.837203   
0.00127793    -0.437823    0.0012317    0.607293    0.837203   
0.00121403    -0.440869    0.00119673    0.607293    0.837203   
0.00115333    -0.438373    0.00108521    0.607293    0.837203   
0.00109566    -0.43741    0.00133477    0.607293    0.837203   
0.00104088    -0.437328    0.00118093    0.607293    0.837203   
0.000988836    -0.439685    0.00119335    0.607293    0.837203   
0.000939395    -0.437956    0.00129415    0.607293    0.837203   
0.000892425    -0.43998    0.00113822    0.607293    0.837203   
0.000847804    -0.439001    0.00112865    0.607293    0.837203   
0.000805413    -0.436309    0.00135583    0.607293    0.837203   
0.000765143    -0.43889    0.00118421    0.607293    0.837203   
0.000726886    -0.439539    0.00114675    0.607293    0.837203   
0.000690541    -0.437771    0.00127194    0.607293    0.837203   
0.000656014    -0.439649    0.00152251    0.607293    0.837203   
0.000623214    -0.441537    0.0010894    0.607293    0.837203   
0.000592053    -0.441897    0.00103986    0.635083    0.787992   
0.00056245    -0.439993    0.0012564    0.635083    0.787992   
0.000534328    -0.440856    0.00118222    0.635083    0.787992   
0.000507611    -0.443358    0.00103686    0.635083    0.787992   
0.000482231    -0.44243    0.00128997    0.622976    0.793091   
0.000458119    -0.443392    0.00113094    0.622976    0.793091   
0.000435213    -0.442392    0.00121269    0.622976    0.793091   
0.000413453    -0.44349    0.00101891    0.622976    0.793091   
0.00039278    -0.442608    0.00116449    0.622976    0.793091   
0.000373141    -0.443928    0.000918577    0.622976    0.793091   
0.000354484    -0.444844    0.00139661    0.622976    0.793091   
0.00033676    -0.443797    0.00117115    0.622976    0.793091   
0.000319922    -0.443308    0.000998823    0.622976    0.793091   
0.000303926    -0.442483    0.00111311    0.622976    0.793091   
0.000288729    -0.442094    0.00105791    0.622976    0.793091   
0.000274293    -0.442676    0.00106979    0.622976    0.793091   
0.000260578    -0.443643    0.00115316    0.622976    0.793091   
0.000247549    -0.443673    0.0011972    0.622976    0.793091   
0.000235172    -0.443621    0.0010817    0.622976    0.793091   
0.000223413    -0.443413    0.00122646    0.622976    0.793091   
0.000212243    -0.443685    0.0010575    0.622976    0.793091   
0.000201631    -0.444908    0.00117859    0.622976    0.793091   
0.000191549    -0.44284    0.00116737    0.622976    0.793091   
0.000181972    -0.443301    0.00101781    0.622976    0.793091   
0.000172873    -0.445368    0.000894942    0.622976    0.793091   
0.000164229    -0.44444    0.00107516    0.622976    0.793091   
0.000156018    -0.445093    0.00130103    0.622976    0.793091   
0.000148217    -0.445414    0.00130396    0.622976    0.793091   
0.000140806    -0.445257    0.000945621    0.622976    0.793091   
0.000133766    -0.445054    0.0011722    0.622976    0.793091   
0.000127078    -0.444101    0.00110705    0.622976    0.793091   
0.000120724    -0.442593    0.00145241    0.622976    0.793091   
0.000114687    -0.44426    0.000962256    0.622976    0.793091   
0.000108953    -0.445747    0.00104636    0.622976    0.793091   
0.000103505    -0.440554    0.000973597    0.622976    0.793091   
9.83302e-05    -0.443156    0.00131546    0.622976    0.793091   
9.34136e-05    -0.442953    0.00109848    0.622976    0.793091   
8.8743e-05    -0.443305    0.00107701    0.622976    0.793091   
8.43058e-05    -0.443778    0.00124244    0.622976    0.793091   
8.00905e-05    -0.444071    0.00117551    0.622976    0.793091   
7.6086e-05    -0.444785    0.00110756    0.622976    0.793091   
7.22817e-05    -0.444112    0.00113885    0.622976    0.793091   
6.86676e-05    -0.444154    0.00114418    0.622976    0.793091   
6.52342e-05    -0.444544    0.00104837    0.622976    0.793091   
6.19725e-05    -0.445045    0.00113233    0.622976    0.793091   
5.88739e-05    -0.445484    0.00113423    0.622976    0.793091   
5.59302e-05    -0.443925    0.00110027    0.622976    0.793091   
5.31337e-05    -0.445724    0.00114266    0.622976    0.793091   
5.0477e-05    -0.444801    0.00101326    0.622976    0.793091   
4.79532e-05    -0.44404    0.00119638    0.622976    0.793091   
4.55555e-05    -0.441568    0.00121405    0.622976    0.793091   
4.32777e-05    -0.442449    0.000985669    0.622976    0.793091   
4.11138e-05    -0.441961    0.000857593    0.622976    0.793091   
3.90581e-05    -0.443035    0.00121435    0.622976    0.793091   
3.71052e-05    -0.440922    0.00116652    0.622976    0.793091   
3.525e-05    -0.446479    0.00131296    0.622976    0.793091   
3.34875e-05    -0.443287    0.001181    0.622976    0.793091   
3.18131e-05    -0.443807    0.00110212    0.622976    0.793091   
3.02224e-05    -0.443388    0.00117855    0.622976    0.793091   
2.87113e-05    -0.442158    0.00114719    0.622976    0.793091   
2.72758e-05    -0.44288    0.00104557    0.622976    0.793091   
2.5912e-05    -0.446475    0.00108786    0.622976    0.793091   
2.46164e-05    -0.443918    0.0010563    0.622976    0.793091   
2.33856e-05    -0.444443    0.00100942    0.622976    0.793091   
2.22163e-05    -0.444569    0.00126613    0.622976    0.793091   
2.11055e-05    -0.442797    0.00129163    0.622976    0.793091   
2.00502e-05    -0.441012    0.00113932    0.622976    0.793091   
1.90477e-05    -0.446352    0.00100801    0.622976    0.793091   
1.80953e-05    -0.443085    0.00123734    0.622976    0.793091   
1.71905e-05    -0.44361    0.0010006    0.622976    0.793091   
1.6331e-05    -0.445357    0.00106008    0.622976    0.793091   
1.55145e-05    -0.443009    0.000963437    0.622976    0.793091   
1.47387e-05    -0.444835    0.00119059    0.622976    0.793091   
1.40018e-05    -0.445242    0.00108246    0.622976    0.793091   
1.33017e-05    -0.445411    0.00102084    0.622976    0.793091   
1.26366e-05    -0.442161    0.00100673    0.622976    0.793091   
1.20048e-05    -0.443846    0.000991439    0.622976    0.793091   
1.14045e-05    -0.444955    0.00107033    0.622976    0.793091   
1.08343e-05    -0.443559    0.00119871    0.622976    0.793091   
1.02926e-05    -0.444697    0.00126288    0.622976    0.793091   
9.77798e-06    -0.445897    0.00115139    0.622976    0.793091   
9.28908e-06    -0.441989    0.0011466    0.622976    0.793091   
8.82462e-06    -0.443421    0.000928754    0.622976    0.793091   
8.38339e-06    -0.441598    0.00118697    0.622976    0.793091   
7.96422e-06    -0.44268    0.00107386    0.622976    0.793091   
7.56601e-06    -0.444877    0.00112412    0.622976    0.793091   
7.18771e-06    -0.444462    0.0011344    0.622976    0.793091   
6.82833e-06    -0.445561    0.00101033    0.622976    0.793091   
