           1     1.11367     1.11367           0
           2     1.10175     1.10771  0.00421315
           3     1.08421     1.09988  0.00698565
           4     1.11921     1.10471   0.0067056
           5     1.10911     1.10559   0.0054218
           6     1.08975     1.10295  0.00512041
           7     1.06909     1.09811  0.00627072
           8     1.09529     1.09776  0.00549683
           9     1.11645     1.09984   0.0052638
          10     1.10923     1.10078  0.00482053
          11     1.10393     1.10106  0.00439083
          12     1.07329     1.09875  0.00459475
          13     1.10422     1.09917  0.00426054
          14     1.09725     1.09903  0.00395842
          15     1.09008     1.09844   0.0037392
          16     1.08284     1.09746  0.00363032
          17     1.11552     1.09852  0.00356874
          18     1.08502     1.09777  0.00344844
          19     1.11199     1.09852  0.00334716
          20     1.08194     1.09769  0.00328082
