0           0           0
0.0129266           0           0
0.0258532           0           0
0.0387798           0           0
0.0517064           0           0
0.064633           0           0
0.0775596           0           0
0.0904863           0           0
0.103413           0           0
0.116339           0           0
0.129266           0           0
0.142193           0           0
0.155119           0           0
0.168046           0           0
0.180973           0           0
0.193899           0           0
0.206826           0           0
0.219752           0           0
0.232679           0           0
0.245606           0           0
0.258532           0           0
0.271459           0           0
0.284385           0           0
0.297312           0           0
0.310239           0           0
0.323165           0           0
0.336092           0           0
0.349018           0           0
0.361945           0           0
0.374872           0           0
0.387798           0           0
0.400725           0           0
0.413651           0           0
0.426578           0           0
0.439505           0           0
0.452431           0           0
0.465358           0           0
0.478285           0           0
0.491211           0           0
0.504138           0           0
0.517064           0           0
0.529991           0           0
0.542918           0           0
0.555844           0           0
0.568771           0           0
0.581697           0           0
0.594624           0           0
0.607551           0           0
0.620477           0           0
0.633404           0           0
0.64633           0           0
0.659257           0           0
0.672184           0           0
0.68511           0           0
0.698037           0           0
0.710963           0           0
0.72389           0           0
0.736817           0           0
0.749743           0           0
0.76267           0           0
0.775596           0           0
0.788523           0           0
0.80145           0           0
0.814376           0           0
0.827303           0           0
0.84023           0           0
0.853156           0           0
0.866083           0           0
0.879009  0.00185673   0.0011107
0.891936   0.0112828  0.00268233
0.904863   0.0346609  0.00457728
0.917789   0.0782131  0.00819838
0.930716    0.151708   0.0109734
0.943642    0.259124   0.0164299
0.956569    0.448877   0.0213129
0.969496    0.618658   0.0251576
0.982422    0.842875   0.0293899
0.995349     1.10005   0.0383019
1.00828     1.29045   0.0418225
1.0212     1.47228   0.0488592
1.03413     1.68584    0.051639
1.04706        1.83    0.051983
1.05998     1.84508    0.051721
1.07291      1.9497   0.0574028
1.08584     1.96185   0.0484639
1.09876     1.99484   0.0476478
1.11169     1.94226   0.0439811
1.12461      2.0055   0.0491899
1.13754     2.00586   0.0514602
1.15047      2.0204   0.0526521
1.16339     1.97963   0.0489288
1.17632     1.82893   0.0440852
1.18925     1.84571     0.04133
1.20217     1.86378   0.0429514
1.2151     1.86207   0.0448473
1.22803     1.80626   0.0395542
1.24095     1.73936   0.0398854
1.25388      1.7078   0.0427361
1.26681     1.68369   0.0421429
1.27973     1.61783      0.0395
1.29266     1.57638   0.0345395
1.30559     1.55444   0.0324326
1.31851     1.51151   0.0299797
1.33144     1.52059   0.0334165
1.34437     1.48367   0.0340266
1.35729     1.47837   0.0381576
1.37022     1.41608   0.0357884
1.38315     1.38995   0.0337377
1.39607     1.36735   0.0313033
1.409     1.31096   0.0271674
1.42193     1.32516   0.0281821
1.43485     1.28894   0.0292439
1.44778     1.25163   0.0253024
1.46071      1.2284   0.0231657
1.47363     1.21413   0.0255983
1.48656     1.23678    0.026468
1.49949     1.24492   0.0286739
1.51241     1.21255   0.0276285
1.52534     1.18592    0.024788
1.53827     1.17763   0.0261958
1.55119     1.16769   0.0244314
1.56412     1.12721   0.0222448
1.57705     1.12959   0.0236927
1.58997     1.13467   0.0220317
1.6029     1.11874   0.0236097
1.61583     1.12746   0.0215236
1.62875     1.15177    0.020989
1.64168     1.11338   0.0199231
1.65461     1.12559   0.0224278
1.66753     1.12917   0.0228684
1.68046     1.11537   0.0228513
1.69339     1.11679   0.0218463
1.70631     1.10183   0.0238055
1.71924     1.10507    0.023097
1.73217      1.0901   0.0224475
1.74509     1.11197    0.021482
1.75802     1.10901   0.0230621
1.77095     1.09995    0.019266
1.78387     1.12873   0.0228661
1.7968     1.11285   0.0201003
1.80973     1.11407   0.0235473
1.82265     1.08154   0.0201618
1.83558     1.06968   0.0186829
1.8485     1.10832   0.0210129
1.86143     1.10084   0.0197162
1.87436     1.07056   0.0198927
1.88728     1.07394   0.0191557
1.90021     1.06091   0.0184717
1.91314     1.05948   0.0193456
1.92606     1.06162   0.0181541
1.93899     1.07857   0.0203639
1.95192     1.06803    0.021076
1.96484     1.06903   0.0213286
1.97777     1.07047   0.0194098
1.9907     1.05894   0.0190914
2.00362     1.06449   0.0189071
2.01655     1.07565   0.0200903
2.02948     1.10335   0.0214625
2.0424     1.09911   0.0217716
2.05533     1.06584   0.0200294
2.06826     1.06579   0.0195496
2.08118     1.07419   0.0180012
2.09411     1.05275   0.0192437
2.10704     1.05243   0.0200574
2.11996     1.03307   0.0165529
2.13289     1.03503   0.0157948
2.14582     1.03017   0.0177025
2.15874     1.03949   0.0163559
2.17167     1.04498   0.0159755
2.1846     1.04071   0.0171937
2.19752     1.03554    0.015936
2.21045     1.02994   0.0170863
2.22338     1.01822   0.0164913
2.2363      1.0351   0.0163899
2.24923     1.04501   0.0162352
2.26216     1.07739   0.0190001
2.27508     1.03076   0.0162372
2.28801     1.02457   0.0174018
2.30094     1.01644   0.0158868
2.31386     1.03349   0.0165738
2.32679     1.05027   0.0161926
2.33972     1.03477   0.0155343
2.35264     1.03006   0.0171674
2.36557     1.03604    0.016053
2.3785     1.04695   0.0155289
2.39142     1.03914   0.0135685
2.40435     1.02903   0.0144724
2.41728     1.03564   0.0150181
2.4302     1.01365   0.0142137
2.44313     1.02709   0.0143701
2.45606     1.02398   0.0138329
2.46898     1.00206   0.0129993
2.48191     1.02811   0.0143841
2.49484       1.036   0.0156806
2.50776     1.03744   0.0174844
2.52069     1.04287   0.0162293
2.53362     1.02954   0.0144628
2.54654     1.02848    0.014084
2.55947     1.02411   0.0136688
2.5724     1.02414   0.0134799
2.58532     1.04417   0.0133506
2.59825     1.05273   0.0140825
2.61117     1.02928   0.0124888
2.6241     1.03676   0.0133954
2.63703     1.02225   0.0136523
2.64995      1.0356   0.0129483
2.66288     1.02212    0.012805
2.67581     1.02411   0.0120873
2.68873     1.03575   0.0143535
2.70166     1.05568   0.0154214
2.71459     1.05007   0.0148443
2.72751     1.03062   0.0117964
2.74044     1.03922   0.0117482
2.75337     1.03579   0.0130388
2.76629     1.02009    0.012422
2.77922      1.0106    0.013094
2.79215     1.01137   0.0126269
2.80507     1.02595    0.012623
2.818     1.01926   0.0121223
2.83093     1.01936   0.0130931
2.84385      1.0343   0.0128627
2.85678     1.01489   0.0119105
2.86971     1.02074   0.0113516
2.88263     1.02552   0.0127398
2.89556     1.01337   0.0130651
2.90849     1.02135   0.0135428
