0           0           0
0.0129266           0           0
0.0258532           0           0
0.0387798           0           0
0.0517064           0           0
0.064633           0           0
0.0775596           0           0
0.0904863           0           0
0.103413           0           0
0.116339           0           0
0.129266           0           0
0.142193           0           0
0.155119           0           0
0.168046           0           0
0.180973           0           0
0.193899           0           0
0.206826           0           0
0.219752           0           0
0.232679           0           0
0.245606           0           0
0.258532           0           0
0.271459           0           0
0.284385           0           0
0.297312           0           0
0.310239           0           0
0.323165           0           0
0.336092           0           0
0.349018           0           0
0.361945           0           0
0.374872           0           0
0.387798           0           0
0.400725           0           0
0.413651           0           0
0.426578           0           0
0.439505           0           0
0.452431           0           0
0.465358           0           0
0.478285           0           0
0.491211           0           0
0.504138           0           0
0.517064           0           0
0.529991           0           0
0.542918           0           0
0.555844           0           0
0.568771           0           0
0.581697           0           0
0.594624           0           0
0.607551           0           0
0.620477           0           0
0.633404           0           0
0.64633           0           0
0.659257           0           0
0.672184           0           0
0.68511           0           0
0.698037           0           0
0.710963           0           0
0.72389           0           0
0.736817           0           0
0.749743           0           0
0.76267           0           0
0.775596           0           0
0.788523           0           0
0.80145           0           0
0.814376           0           0
0.827303           0           0
0.84023           0           0
0.853156           0           0
0.866083 7.71367e-05 7.51836e-05
0.879009 0.000673813 0.000247745
0.891936  0.00378031 0.000547896
0.904863   0.0146892  0.00111394
0.917789   0.0441991  0.00221459
0.930716    0.101156  0.00299687
0.943642    0.206699  0.00428903
0.956569    0.364593  0.00618688
0.969496    0.583134  0.00788627
0.982422    0.821403    0.010874
0.995349     1.08965    0.011974
1.00828     1.34017    0.015754
1.0212      1.5755   0.0148205
1.03413     1.76841    0.012519
1.04706       1.965   0.0217125
1.05998     2.12054   0.0213947
1.07291     2.18106   0.0186395
1.08584     2.29651   0.0207182
1.09876     2.29125   0.0140131
1.11169     2.32117   0.0227871
1.12461     2.33661   0.0249271
1.13754      2.3286   0.0155985
1.15047     2.29173   0.0148491
1.16339     2.23169   0.0214365
1.17632     2.16507   0.0223101
1.18925     2.14588   0.0175615
1.20217     2.07453   0.0187453
1.2151      2.0263   0.0153707
1.22803     1.97795   0.0176682
1.24095     1.93779   0.0149309
1.25388     1.88275    0.011897
1.26681      1.8271   0.0107264
1.27973      1.7602   0.0133659
1.29266     1.70587   0.0110301
1.30559     1.70104   0.0134772
1.31851     1.65924   0.0123462
1.33144     1.61433   0.0123787
1.34437     1.57093   0.0158689
1.35729     1.52658  0.00747687
1.37022     1.51187   0.0147549
1.38315     1.49889   0.0102804
1.39607     1.46373  0.00765013
1.409     1.40555  0.00970122
1.42193     1.40602   0.0113558
1.43485     1.37083   0.0110268
1.44778     1.34978  0.00714279
1.46071     1.34597  0.00682912
1.47363     1.32374   0.0094397
1.48656     1.30397  0.00531625
1.49949     1.29192   0.0108368
1.51241     1.26255  0.00790195
1.52534      1.2512   0.0068069
1.53827     1.24701  0.00782509
1.55119     1.22429  0.00842822
1.56412     1.22626  0.00680947
1.57705     1.20932  0.00632816
1.58997     1.19855  0.00624066
1.6029     1.18069  0.00560434
1.61583     1.18541  0.00696688
1.62875     1.19034   0.0077531
1.64168     1.16526   0.0084099
1.65461     1.14963  0.00656383
1.66753     1.14439  0.00612823
1.68046     1.15166   0.0065063
1.69339     1.12937  0.00627372
1.70631     1.13759  0.00554563
1.71924     1.12035  0.00736948
1.73217     1.11615  0.00400623
1.74509     1.11072  0.00601528
1.75802     1.12036  0.00634527
1.77095      1.0872  0.00727493
1.78387     1.11007  0.00684748
1.7968     1.10233  0.00664119
1.80973     1.10385  0.00496973
1.82265      1.0894  0.00684262
1.83558     1.10561  0.00607619
1.8485     1.09215  0.00547991
1.86143     1.08132  0.00650709
1.87436     1.08619   0.0058835
1.88728     1.07397  0.00442383
1.90021     1.09873  0.00452646
1.91314     1.09083  0.00558815
1.92606     1.08301  0.00645696
1.93899     1.07665  0.00495609
1.95192     1.07946  0.00684497
1.96484     1.07807  0.00831251
1.97777     1.07678  0.00392569
1.9907     1.08256   0.0054646
2.00362     1.06417  0.00560357
2.01655     1.06246  0.00481781
2.02948     1.06598  0.00539355
2.0424     1.08088  0.00675294
2.05533     1.07163  0.00559957
2.06826     1.06086  0.00425384
2.08118     1.07091  0.00373532
2.09411     1.06643  0.00581275
2.10704     1.06839  0.00454766
2.11996     1.05797  0.00321608
2.13289     1.06702  0.00456525
2.14582       1.061  0.00573056
2.15874     1.07161  0.00537225
2.17167     1.06312  0.00445401
2.1846     1.06338  0.00460255
2.19752     1.06012   0.0062307
2.21045     1.06089  0.00424373
2.22338       1.057  0.00476458
2.2363     1.05505  0.00429716
2.24923     1.05685  0.00618045
2.26216     1.05818  0.00429054
2.27508     1.05659  0.00487275
2.28801     1.06449  0.00351269
2.30094     1.05132  0.00417319
2.31386     1.05483  0.00388533
2.32679     1.05429  0.00383248
2.33972     1.04618  0.00542148
2.35264     1.04623  0.00357694
2.36557     1.03799  0.00389695
2.3785     1.04697  0.00529959
2.39142     1.04372  0.00496374
2.40435     1.04679  0.00518945
2.41728     1.03409  0.00510661
2.4302     1.04177  0.00379758
2.44313      1.0377  0.00535868
2.45606     1.04477   0.0040256
2.46898     1.03766  0.00626941
2.48191     1.03782  0.00406519
2.49484     1.03147  0.00600852
2.50776     1.03375  0.00283621
2.52069     1.03565   0.0045089
2.53362     1.02587  0.00279843
2.54654     1.03113  0.00378063
2.55947     1.02378  0.00384734
2.5724     1.03451  0.00374157
2.58532      1.0243  0.00512961
2.59825     1.02257  0.00376228
2.61117     1.03031  0.00330274
2.6241     1.02612  0.00471491
2.63703     1.02598   0.0043027
2.64995     1.02316  0.00425721
2.66288     1.02673  0.00288011
2.67581     1.02815  0.00384481
2.68873      1.0272  0.00376832
2.70166     1.02105  0.00463077
2.71459     1.02064  0.00373752
2.72751     1.02353  0.00385559
2.74044     1.02417  0.00450978
2.75337     1.02247  0.00345753
2.76629     1.02172  0.00450269
2.77922     1.02084  0.00372952
2.79215     1.02083  0.00320895
2.80507     1.02017  0.00253092
2.818     1.01928  0.00304957
2.83093     1.00842  0.00377031
2.84385      1.0144   0.0043992
2.85678     1.02263  0.00469186
2.86971     1.01318  0.00351305
2.88263     1.01109  0.00417962
2.89556     1.01576  0.00388255
