2.90849     1.01059  0.00390163
2.92141     1.01474  0.00355698
2.93434     1.00712  0.00410293
2.94727      1.0051  0.00321815
2.96019      1.0097  0.00434841
2.97312     1.01289   0.0040142
2.98605     1.01261  0.00424195
2.99897     1.00841  0.00322921
3.0119     1.01658  0.00423721
3.02483     1.01075  0.00419005
3.03775     1.00868  0.00386486
3.05068     1.01373  0.00352119
3.06361     1.01182  0.00379358
3.07653     1.00779  0.00268848
3.08946     1.01268  0.00423489
3.10239     1.01003   0.0029798
3.11531     1.00596  0.00349431
3.12824    0.996544  0.00457347
3.14117     1.00573   0.0028753
3.15409     1.00775  0.00350556
3.16702     1.00521  0.00403621
3.17995     1.00562  0.00284577
3.19287     1.00617  0.00332096
3.2058     1.00669   0.0017997
3.21873     1.00065  0.00283188
3.23165     1.01048  0.00314995
3.24458    0.996333  0.00301825
3.25751     1.00859  0.00235927
3.27043     1.00514  0.00323045
3.28336     1.00476  0.00349645
3.29629     1.00211  0.00309496
3.30921     1.00011  0.00243488
3.32214     1.00121  0.00344749
3.33506    0.996461  0.00237768
3.34799     1.00239  0.00263436
3.36092     1.00658  0.00204003
3.37384    0.999395  0.00364021
3.38677     1.00402  0.00269768
3.3997     1.00534  0.00283437
3.41262     1.00252  0.00271844
3.42555     1.00392  0.00288322
3.43848    0.999834  0.00274577
3.4514     1.00145  0.00211374
3.46433     0.99896  0.00258009
3.47726     1.00297  0.00311379
3.49018    0.997254  0.00165094
3.50311     1.00146  0.00303683
3.51604    0.999966  0.00205014
3.52896     1.00317  0.00345147
3.54189    0.996075  0.00254006
3.55482      1.0015  0.00213229
3.56774     1.00166  0.00284567
3.58067     1.00048  0.00338689
3.5936    0.995421  0.00235644
3.60652     1.00004   0.0024264
3.61945     1.00022  0.00164288
3.63238    0.999683  0.00221982
3.6453     1.00016   0.0031258
3.65823     1.00067  0.00299852
3.67116    0.997865  0.00362866
3.68408    0.998878  0.00243261
3.69701    0.992722  0.00170554
3.70994    0.999157  0.00246161
3.72286    0.999304  0.00268829
3.73579    0.999139  0.00278419
3.74872    0.995048  0.00269824
3.76164     1.00085  0.00269785
3.77457    0.994187  0.00250959
3.7875      1.0019  0.00319194
3.80042    0.995427  0.00278671
3.81335    0.997048  0.00234003
3.82628    0.996183  0.00306856
3.8392    0.994515  0.00283278
3.85213    0.998463  0.00234897
3.86506     1.00088  0.00243637
3.87798    0.996882  0.00245288
3.89091    0.995241  0.00238923
3.90384    0.989411   0.0024454
3.91676    0.995842  0.00270032
3.92969    0.996068  0.00253365
3.94262     0.99043  0.00240683
3.95554    0.992784  0.00245437
3.96847     1.00048  0.00291634
3.9814    0.994714  0.00251196
3.99432    0.993806  0.00324453
4.00725    0.997091   0.0028467
4.02018     0.99334    0.002045
4.0331    0.995435  0.00220059
4.04603     0.99592    0.002508
4.05895    0.999105  0.00264326
4.07188    0.996331   0.0021653
4.08481    0.996019  0.00255134
4.09773    0.989789  0.00291701
4.11066    0.999232  0.00225536
4.12359     0.99747  0.00200893
4.13651    0.995733  0.00235682
4.14944     0.99657  0.00217794
4.16237    0.998617  0.00187513
4.17529    0.994313  0.00254626
4.18822     0.99331  0.00247428
4.20115    0.992685  0.00374873
4.21407    0.995655  0.00220754
4.227    0.993683  0.00210034
4.23993    0.995229  0.00240806
4.25285    0.992425  0.00248347
4.26578    0.996035  0.00267434
4.27871    0.992012  0.00221537
4.29163    0.993837  0.00212848
4.30456    0.992521  0.00207245
4.31749    0.994705  0.00160057
4.33041     0.99219  0.00214746
4.34334    0.992003  0.00236882
4.35627    0.997486  0.00260421
4.36919    0.998124  0.00223533
4.38212     0.99551  0.00250852
4.39505    0.989962  0.00163643
4.40797    0.996025  0.00218177
4.4209    0.993084  0.00241372
4.43383    0.992508  0.00306025
4.44675    0.991412   0.0022125
4.45968     0.99031  0.00227705
4.47261    0.994461  0.00273899
4.48553    0.994475  0.00266036
4.49846    0.991615  0.00306984
4.51139    0.990472  0.00170094
4.52431    0.990822  0.00227901
4.53724    0.991376  0.00216408
4.55017    0.992105  0.00185018
4.56309    0.990649  0.00241472
4.57602    0.991944  0.00137089
4.58895    0.994043  0.00238867
4.60187    0.991423  0.00298474
4.6148    0.996916  0.00214907
4.62773    0.994931  0.00218011
4.64065     0.99153  0.00263362
4.65358    0.996086  0.00123104
4.66651    0.994652  0.00255019
4.67943    0.994161   0.0026435
4.69236    0.993247  0.00217657
4.70529    0.994455  0.00163181
4.71821    0.990888   0.0019973
4.73114    0.991211  0.00226375
4.74407    0.992639  0.00150553
4.75699    0.989002  0.00183998
4.76992    0.996956  0.00188222
4.78285    0.991372  0.00221066
4.79577    0.989926   0.0015282
4.8087    0.992892  0.00153957
4.82162     0.99088  0.00166461
4.83455    0.994144  0.00153488
4.84748    0.988042  0.00223618
4.8604    0.996252  0.00209289
4.87333    0.992086  0.00193557
4.88626    0.992357  0.00168581
4.89918     0.99493  0.00193278
4.91211    0.990947  0.00189522
4.92504    0.994998  0.00158514
4.93796    0.991881  0.00259458
4.95089    0.996623  0.00188552
4.96382    0.991629  0.00234039
4.97674    0.988151  0.00236992
4.98967      0.9868  0.00215191
5.0026    0.994285  0.00183485
5.01552    0.991347  0.00191622
5.02845    0.990884   0.0026911
5.04138    0.994225  0.00235159
5.0543     0.99237   0.0018372
5.06723    0.992163  0.00197379
5.08016    0.990588  0.00224186
5.09308    0.988822  0.00193959
5.10601    0.991707  0.00174544
5.11894    0.989869  0.00155635
5.13186     0.99456  0.00225109
5.14479    0.993392  0.00217237
5.15772    0.992732  0.00261093
5.17064    0.990673  0.00213913
5.18357    0.991919  0.00188902
5.1965    0.993241  0.00147772
5.20942     0.99302  0.00190752
5.22235    0.990191   0.0024218
5.23528    0.994698  0.00239101
5.2482    0.988895  0.00200463
5.26113    0.989083  0.00197074
5.27406    0.992329  0.00153918
5.28698    0.993366  0.00185893
5.29991    0.988911  0.00196896
5.31284    0.988821  0.00192074
5.32576    0.994333  0.00200896
5.33869    0.989993  0.00264844
5.35162    0.990444  0.00235845
5.36454    0.990192  0.00208768
5.37747    0.991594  0.00208236
5.3904    0.992885  0.00152185
5.40332    0.993608  0.00162228
5.41625    0.990221  0.00168054
5.42918    0.992598  0.00145719
5.4421    0.993547  0.00202353
5.45503    0.991567  0.00173245
5.46796    0.992036  0.00191067
5.48088    0.992551  0.00184308
5.49381    0.992816   0.0021259
5.50674    0.993016  0.00187996
5.51966    0.992239  0.00179611
5.53259    0.986863  0.00156647
5.54551    0.989307  0.00149402
5.55844    0.990157  0.00159347
5.57137    0.990875  0.00226074
5.58429    0.988557  0.00183996
5.59722    0.993347  0.00223331
5.61015     0.99031   0.0020998
5.62307    0.987681  0.00155299
5.636    0.990248   0.0013505
5.64893    0.991126  0.00181792
5.66185    0.989589  0.00229973
5.67478    0.990629  0.00154932
5.68771     0.98872  0.00163761
5.70063    0.992522  0.00136462
5.71356    0.989929  0.00157487
5.72649     0.99519  0.00154562
5.73941    0.988375  0.00193231
5.75234    0.992629  0.00190251
5.76527    0.986925  0.00194858
5.77819    0.986716  0.00189242
5.79112    0.990904   0.0015354
5.80405    0.989846  0.00154249
5.81697    0.990729  0.00208158
5.8299    0.991753  0.00191078
5.84283    0.988868  0.00180863
5.85575    0.990158  0.00205647
5.86868    0.991059  0.00152097
5.88161    0.992377  0.00172142
5.89453    0.992358  0.00246314
5.90746    0.990071   0.0014707
5.92039    0.992118  0.00191541
5.93331    0.989404  0.00141577
5.94624    0.991149  0.00179337
5.95917      0.9878  0.00181848
5.97209     0.98974  0.00185418
5.98502    0.990115   0.0021939
5.99795    0.990391  0.00174959
6.01087    0.991268  0.00161246
6.0238    0.990299  0.00175547
6.03673    0.991828  0.00175991
6.04965    0.988642  0.00128731
6.06258    0.991788  0.00183059
6.07551    0.989751  0.00141805
6.08843    0.991441  0.00172614
6.10136    0.990069  0.00157119
6.11429    0.987795  0.00174558
6.12721    0.989017  0.00160946
6.14014    0.991256  0.00135262
6.15307    0.990111  0.00145447
6.16599    0.989925  0.00151936
6.17892    0.991734  0.00203525
6.19185    0.986959  0.00157258
6.20477    0.989731  0.00117473
6.2177    0.989874  0.00134546
6.23063    0.990138  0.00178338
6.24355    0.986441  0.00155607
6.25648    0.989696  0.00191143
6.2694    0.987152  0.00168024
6.28233    0.987745  0.00167185
6.29526    0.988501  0.00199483
6.30818    0.990361  0.00140331
6.32111    0.987279  0.00194985
6.33404    0.987505  0.00238189
6.34696    0.990288  0.00158356
6.35989    0.993548  0.00196189
6.37282    0.988652  0.00135806
6.38574    0.989818  0.00133901
6.39867    0.991008  0.00178047
6.4116    0.991085  0.00127429
6.42452    0.990689  0.00141027
6.43745    0.990084  0.00159641
6.45038    0.990677  0.00170926
