0.900964 0.00122699
1.29169 0.00185185
1.58856 0.00223579
1.83614 0.00263716
2.05097 0.00277152
2.24379 0.00324431
2.42636 0.00329318
2.59427 0.00350751
2.75313 0.00377368
2.90316 0.00380339
3.04432 0.00414644
3.17834 0.00458456
3.30908 0.00437672
3.43302 0.00429318
3.55215 0.0045891
3.66729 0.00508304
3.77855 0.00534295
3.88587 0.00579087
3.99427 0.00597194
4.09765 0.00624322
4.19869 0.00637529
4.29769 0.00646705
4.39147 0.00654394
4.48276 0.00646007
4.57531 0.00666849
4.66456 0.0067475
4.75332 0.00662257
4.8373 0.00671515
4.923 0.00658898
5.00626 0.00691424
5.08982 0.00721714
5.17155 0.00736624
5.25062 0.0073205
5.32946 0.00752864
5.40905 0.00748134
5.48658 0.00755721
5.56108 0.00716572
5.63478 0.00764046
5.70792 0.00812215
5.78302 0.00843352
5.85378 0.00861572
5.92216 0.00905853
5.99052 0.00881317
6.06164 0.00901749
6.1277 0.00951069
6.19451 0.00958703
6.26293 0.00982398
6.32747 0.00983001
6.38902 0.00973106
6.44977 0.00996716
6.51489 0.00989468
6.5789 0.00998173
6.64057 0.00983415
6.70213 0.00952124
6.76396 0.00943565
6.82529 0.00918039
6.88441 0.00929458
6.94487 0.00934757
7.00682 0.0095815
7.06503 0.0094391
7.12463 0.009479
7.18356 0.0098063
7.23745 0.00970733
7.2971 0.00956697
7.35672 0.0097406
7.41544 0.00994688
7.47168 0.0102162
7.52681 0.0102455
7.58045 0.0102222
7.63473 0.0099169
7.69053 0.00966986
7.74528 0.00980985
7.8024 0.00990557
7.8578 0.0101134
7.91369 0.0103522
7.96543 0.010328
8.01664 0.0101813
8.06918 0.0105264
8.11768 0.0105051
8.16809 0.0104583
8.22146 0.0104144
8.27328 0.0105276
8.32534 0.0105502
8.37313 0.0107534
8.42306 0.010919
8.47138 0.0109309
8.52055 0.0109313
8.56887 0.0104125
8.61365 0.0106672
8.65851 0.0106528
8.70762 0.0109093
8.75751 0.0111424
8.80379 0.0111697
8.84804 0.0112006
8.89807 0.0113828
8.94453 0.0113392
8.99023 0.0114948
9.03676 0.0117575
9.08401 0.0115192
9.13312 0.0116854
