           1     1.20842     1.20842           0
           2     1.35132     1.27987   0.0505217
           3     1.35586      1.3052   0.0395242
           4     1.18127     1.27422   0.0399831
           5     1.17224     1.25382   0.0368226
           6      1.1379      1.2345   0.0353932
           7     1.15694     1.22342   0.0320246
           8     1.28465     1.23107   0.0289216
           9     1.24973     1.23315   0.0257823
          10     1.36658     1.24649   0.0264322
          11     1.33067     1.25414   0.0251126
          12      1.2418     1.25311   0.0230409
          13     1.23555     1.25176   0.0213081
          14     1.16095     1.24528     0.02075
          15     1.23933     1.24488   0.0193704
          16     1.29466     1.24799   0.0184079
          17     1.19045     1.24461   0.0176335
          18     1.32315     1.24897   0.0171852
          19     1.11249     1.24179   0.0177186
          20     1.37995     1.24869   0.0181294
