         100    0.956676    0.886932   0.0100406         0.5
         100    0.557784    0.671107   0.0109205         0.6
         100     0.50042    0.446072  0.00783136         0.7
         100    0.246524     0.30213  0.00509067         0.8
         100    0.251704    0.195877   0.0037289         0.9
         100    0.146108     0.15472  0.00301596           1
         100    0.117424    0.111326   0.0023317         1.1
         100      0.1091   0.0860578   0.0016695         1.2
         100      0.0905   0.0735119  0.00173959         1.3
         100    0.067996   0.0588069  0.00135988         1.4
         100    0.036164   0.0502977  0.00111222         1.5
         100     0.06148    0.042393 0.000990467         1.6
         100     0.03808   0.0396691 0.000821187         1.7
         100    0.025796   0.0347743 0.000736612         1.8
         100    0.037068   0.0297627 0.000658128         1.9
         100    0.025728   0.0273443 0.000711293           2
