         100    0.937764    0.896438  0.00783228         0.5
         100    0.677392    0.660428  0.00820351         0.6
         100    0.450192    0.449681   0.0057823         0.7
         100    0.265112    0.291365  0.00377289         0.8
         100    0.167028     0.20019  0.00274092         0.9
         100      0.1409    0.146881  0.00217733           1
         100    0.131828    0.114528  0.00158247         1.1
         100    0.098832   0.0893725  0.00124539         1.2
         100    0.080628   0.0713513  0.00111922         1.3
         100    0.066888    0.060994  0.00106946         1.4
         100    0.047444    0.049968 0.000862472         1.5
         100    0.048256   0.0449908 0.000734502         1.6
         100    0.034104   0.0380344 0.000640951         1.7
         100    0.026784   0.0338925 0.000534054         1.8
         100    0.038012   0.0301496  0.00057917         1.9
         100     0.02278   0.0263546 0.000522156           2
