         100   -0.843136   0.0203089   0.0360518         0.5
         100   -0.213524  -0.0260328   0.0139385         0.6
         100    0.107688   0.0003588  0.00655526         0.7
         100     0.04822  0.00505696  0.00450678         0.8
         100    0.039104     1.8e-05   0.0033029         0.9
         100    0.023016 -0.00180664  0.00185507           1
         100   -0.001548   -0.002561  0.00154076         1.1
         100    0.022964 -0.00046892   0.0013855         1.2
         100    0.007624 -0.00223376  0.00101467         1.3
         100   -0.009376  0.00204092   0.0009459         1.4
         100    0.004812   6.476e-05 0.000869302         1.5
         100   -0.014156  0.00089424 0.000751679         1.6
         100    0.002608  0.00023764 0.000652087         1.7
         100     0.00188  0.00012816  0.00064072         1.8
         100    0.016716  0.00053196 0.000537643         1.9
         100   -0.002748  0.00017808 0.000499681           2
