0.998981 0
0.99913 0.000105653
0.999574 0.000368955
0.999687 0.000293599
0.999814 0.000261043
0.999401 0.000435771
0.999872 0.000574291
0.999624 0.00055345
0.999454 0.000517295
0.999443 0.000465696
0.999414 0.000424223
0.999464 0.000391822
0.999559 0.000372887
0.999543 0.000346599
0.999529 0.000323786
0.999457 0.000311407
0.999505 0.000296773
0.999619 0.000301628
0.999704 0.00029728
0.9997 0.000282439
0.999725 0.0002701
0.999698 0.000259161
0.999666 0.000249895
0.999642 0.000240579
0.999652 0.000231154
0.999597 0.000228735
0.999512 0.000235486
0.999486 0.000228527
0.999515 0.00022243
0.999542 0.000216692
0.999619 0.000223048
0.999657 0.000219318
0.999666 0.000212842
0.999693 0.000208213
0.999709 0.00020292
0.999726 0.000198013
0.999743 0.000193337
0.999802 0.00019702
0.999794 0.000192124
0.999801 0.000187465
0.999815 0.000183405
0.99981 0.000179117
0.999742 0.000187342
0.999766 0.000184676
0.999737 0.000182907
0.999743 0.000179031
0.999771 0.000177452
0.999817 0.000179517
0.999824 0.000175992
0.999792 0.000175334
0.999778 0.000172454
0.999776 0.000169148
0.99975 0.000167926
0.999778 0.000167172
0.999727 0.00017186
0.999753 0.000170727
0.999751 0.000167738
0.999764 0.000165291
0.999777 0.000163062
0.99978 0.000160361
0.99978 0.000157733
0.999811 0.00015819
0.999792 0.000156865
0.999761 0.000157463
0.99975 0.000155383
0.999734 0.000153868
0.999734 0.000151572
0.999727 0.000149512
0.999726 0.000147349
0.999735 0.000145551
0.999737 0.000143516
0.999754 0.00014247
0.999738 0.000141362
0.999732 0.000139589
0.999748 0.000138591
0.999772 0.000138778
0.999808 0.000141569
0.999801 0.00013989
0.999787 0.000138898
0.999782 0.000137242
0.999808 0.000137972
0.999794 0.000136944
0.999807 0.000135849
0.99979 0.000135285
0.999796 0.000133833
0.999784 0.000132756
0.999776 0.000131509
0.9998 0.000132153
0.999836 0.000135651
0.99986 0.00013617
0.999841 0.000135979
0.999842 0.000134506
0.999843 0.000133063
0.999852 0.000131928
0.99984 0.00013101
0.999828 0.000130212
0.999831 0.000128897
0.999849 0.000128832
0.999864 0.000128456
0.999857 0.000127415
