           1      7.7069      7.7069           0
           2     7.74907     7.72798   0.0149111
           3     7.80843      7.7548   0.0240459
           4     7.70246     7.74171   0.0212992
           5     7.75536     7.74444   0.0172132
           6     7.73174     7.74233    0.014474
           7     7.75283     7.74383   0.0124838
           8     7.77643      7.7479   0.0115693
           9     7.74065      7.7471   0.0103119
          10     7.73883     7.74627  0.00931375
          11     7.84487     7.75523   0.0120304
          12     7.74587     7.75445   0.0110531
          13     7.75046     7.75415   0.0102071
          14     7.72911     7.75236  0.00963338
          15     7.76094     7.75293  0.00900813
          16     7.83787     7.75824  0.00988656
          17     7.76834     7.75883  0.00932282
          18     7.79769     7.76099  0.00905134
          19     7.74967     7.76039  0.00859456
          20     7.80477     7.76261  0.00844636
